,GAME_ID,EVENTNUM,EVENTMSGTYPE,PERSON1TYPE,TIMEOUT_TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION
82584,21900231,188,9,3.0,1610612757,Portland Trail Blazers,POR
82621,21900231,239,9,2.0,1610612739,Cleveland Cavaliers,CLE
82643,21900231,268,9,3.0,1610612757,Portland Trail Blazers,POR
82707,21900231,360,9,3.0,1610612757,Portland Trail Blazers,POR
82721,21900231,382,9,2.0,1610612739,Cleveland Cavaliers,CLE
82806,21900231,511,9,2.0,1610612739,Cleveland Cavaliers,CLE
82847,21900231,569,9,2.0,1610612739,Cleveland Cavaliers,CLE
82850,21900231,572,9,3.0,1610612757,Portland Trail Blazers,POR
82880,21900231,609,9,3.0,1610612757,Portland Trail Blazers,POR
82888,21900231,618,9,2.0,1610612739,Cleveland Cavaliers,CLE
82898,21900231,631,9,2.0,1610612739,Cleveland Cavaliers,CLE
82939,21900221,51,9,2.0,1610612742,Dallas Mavericks,DAL
82974,21900221,99,9,3.0,1610612739,Cleveland Cavaliers,CLE
83017,21900221,173,9,3.0,1610612739,Cleveland Cavaliers,CLE
83070,21900221,245,9,3.0,1610612739,Cleveland Cavaliers,CLE
83103,21900221,290,9,2.0,1610612742,Dallas Mavericks,DAL
83139,21900221,347,9,3.0,1610612739,Cleveland Cavaliers,CLE
83174,21900221,403,9,2.0,1610612742,Dallas Mavericks,DAL
83254,21900221,527,9,2.0,1610612742,Dallas Mavericks,DAL
83288,21900221,575,9,3.0,1610612739,Cleveland Cavaliers,CLE
83363,21900206,64,9,2.0,1610612748,Miami Heat,MIA
83389,21900206,102,9,3.0,1610612739,Cleveland Cavaliers,CLE
83434,21900206,172,9,3.0,1610612739,Cleveland Cavaliers,CLE
83476,21900206,235,9,2.0,1610612748,Miami Heat,MIA
83511,21900206,296,9,3.0,1610612739,Cleveland Cavaliers,CLE
83583,21900206,412,9,2.0,1610612748,Miami Heat,MIA
83665,21900206,525,9,3.0,1610612739,Cleveland Cavaliers,CLE
83698,21900206,567,9,2.0,1610612748,Miami Heat,MIA
83733,21900206,611,9,3.0,1610612739,Cleveland Cavaliers,CLE
83838,21900189,81,9,2.0,1610612752,New York Knicks,NYK
83863,21900189,116,9,3.0,1610612739,Cleveland Cavaliers,CLE
83928,21900189,211,9,2.0,1610612752,New York Knicks,NYK
83969,21900189,269,9,3.0,1610612739,Cleveland Cavaliers,CLE
84064,21900189,408,9,3.0,1610612739,Cleveland Cavaliers,CLE
84095,21900189,452,9,2.0,1610612752,New York Knicks,NYK
84155,21900189,561,9,3.0,1610612739,Cleveland Cavaliers,CLE
84194,21900189,594,9,2.0,1610612752,New York Knicks,NYK
84253,21900189,675,9,3.0,1610612739,Cleveland Cavaliers,CLE
84316,21900183,48,9,2.0,1610612739,Cleveland Cavaliers,CLE
84339,21900183,80,9,2.0,1610612739,Cleveland Cavaliers,CLE
84361,21900183,114,9,3.0,1610612755,Philadelphia 76ers,PHI
84427,21900183,216,9,2.0,1610612739,Cleveland Cavaliers,CLE
84451,21900183,252,9,2.0,1610612739,Cleveland Cavaliers,CLE
84541,21900183,390,9,2.0,1610612739,Cleveland Cavaliers,CLE
84567,21900183,428,9,3.0,1610612755,Philadelphia 76ers,PHI
84617,21900183,497,9,3.0,1610612755,Philadelphia 76ers,PHI
84668,21900183,569,9,3.0,1610612755,Philadelphia 76ers,PHI
84693,21900183,608,9,3.0,1610612755,Philadelphia 76ers,PHI
84715,21900183,636,9,3.0,1610612755,Philadelphia 76ers,PHI
84755,21900161,21,9,2.0,1610612739,Cleveland Cavaliers,CLE
84810,21900161,101,9,2.0,1610612739,Cleveland Cavaliers,CLE
84869,21900161,196,9,3.0,1610612748,Miami Heat,MIA
84920,21900161,273,9,2.0,1610612739,Cleveland Cavaliers,CLE
84943,21900161,316,9,3.0,1610612748,Miami Heat,MIA
85017,21900161,415,9,2.0,1610612739,Cleveland Cavaliers,CLE
85024,21900161,425,9,3.0,1610612748,Miami Heat,MIA
85082,21900161,517,9,3.0,1610612748,Miami Heat,MIA
85105,21900161,552,9,3.0,1610612748,Miami Heat,MIA
85151,21900161,613,9,2.0,1610612739,Cleveland Cavaliers,CLE
85212,21900147,66,9,2.0,1610612755,Philadelphia 76ers,PHI
85241,21900147,108,9,3.0,1610612739,Cleveland Cavaliers,CLE
85285,21900147,178,9,3.0,1610612739,Cleveland Cavaliers,CLE
85327,21900147,233,9,3.0,1610612739,Cleveland Cavaliers,CLE
85341,21900147,253,9,2.0,1610612755,Philadelphia 76ers,PHI
85428,21900147,378,9,2.0,1610612755,Philadelphia 76ers,PHI
85475,21900147,452,9,3.0,1610612739,Cleveland Cavaliers,CLE
85521,21900147,517,9,2.0,1610612755,Philadelphia 76ers,PHI
85573,21900147,588,9,2.0,1610612755,Philadelphia 76ers,PHI
85585,21900147,610,9,3.0,1610612739,Cleveland Cavaliers,CLE
85601,21900147,629,9,3.0,1610612739,Cleveland Cavaliers,CLE
85611,21900147,643,9,2.0,1610612755,Philadelphia 76ers,PHI
85614,21900147,648,9,3.0,1610612739,Cleveland Cavaliers,CLE
85666,21900136,66,9,2.0,1610612752,New York Knicks,NYK
85697,21900136,111,9,3.0,1610612739,Cleveland Cavaliers,CLE
85753,21900136,187,9,2.0,1610612752,New York Knicks,NYK
85784,21900136,231,9,3.0,1610612739,Cleveland Cavaliers,CLE
85818,21900136,279,9,2.0,1610612752,New York Knicks,NYK
85915,21900136,412,9,2.0,1610612752,New York Knicks,NYK
85961,21900136,478,9,3.0,1610612739,Cleveland Cavaliers,CLE
86011,21900136,546,9,2.0,1610612752,New York Knicks,NYK
86031,21900136,571,9,2.0,1610612752,New York Knicks,NYK
86134,21900118,29,9,2.0,1610612764,Washington Wizards,WAS
86199,21900118,118,9,3.0,1610612739,Cleveland Cavaliers,CLE
86261,21900118,200,9,2.0,1610612764,Washington Wizards,WAS
86330,21900118,296,9,3.0,1610612739,Cleveland Cavaliers,CLE
86388,21900118,379,9,2.0,1610612764,Washington Wizards,WAS
86415,21900118,414,9,3.0,1610612739,Cleveland Cavaliers,CLE
86449,21900118,463,9,3.0,1610612739,Cleveland Cavaliers,CLE
86511,21900118,550,9,2.0,1610612764,Washington Wizards,WAS
86542,21900118,590,9,3.0,1610612739,Cleveland Cavaliers,CLE
86564,21900118,617,9,2.0,1610612764,Washington Wizards,WAS
86574,21900118,635,9,2.0,1610612764,Washington Wizards,WAS
86624,21900089,57,9,3.0,1610612742,Dallas Mavericks,DAL
86657,21900089,103,9,2.0,1610612739,Cleveland Cavaliers,CLE
86702,21900089,169,9,3.0,1610612742,Dallas Mavericks,DAL
86746,21900089,237,9,2.0,1610612739,Cleveland Cavaliers,CLE
86842,21900089,371,9,2.0,1610612739,Cleveland Cavaliers,CLE
86879,21900089,425,9,3.0,1610612742,Dallas Mavericks,DAL
86953,21900089,539,9,2.0,1610612739,Cleveland Cavaliers,CLE
87012,21900089,625,9,3.0,1610612742,Dallas Mavericks,DAL
87033,21900089,651,9,3.0,1610612742,Dallas Mavericks,DAL
87044,21900089,670,9,3.0,1610612742,Dallas Mavericks,DAL
87107,21900070,67,9,2.0,1610612754,Indiana Pacers,IND
87151,21900070,118,9,2.0,1610612754,Indiana Pacers,IND
87204,21900070,195,9,3.0,1610612739,Cleveland Cavaliers,CLE
87282,21900070,304,9,3.0,1610612739,Cleveland Cavaliers,CLE
87347,21900070,401,9,2.0,1610612754,Indiana Pacers,IND
87388,21900070,452,9,3.0,1610612739,Cleveland Cavaliers,CLE
87462,21900070,557,9,3.0,1610612739,Cleveland Cavaliers,CLE
87478,21900070,584,9,2.0,1610612754,Indiana Pacers,IND
87502,21900070,612,9,2.0,1610612754,Indiana Pacers,IND
87503,21900070,613,9,3.0,1610612739,Cleveland Cavaliers,CLE
87531,21900070,653,9,2.0,1610612754,Indiana Pacers,IND
87535,21900070,658,9,3.0,1610612739,Cleveland Cavaliers,CLE
87539,21900070,663,9,2.0,1610612754,Indiana Pacers,IND
87557,21900070,689,9,3.0,1610612739,Cleveland Cavaliers,CLE
87613,21900055,70,9,2.0,1610612739,Cleveland Cavaliers,CLE
87623,21900055,85,9,2.0,1610612739,Cleveland Cavaliers,CLE
87635,21900055,105,9,3.0,1610612741,Chicago Bulls,CHI
87730,21900055,240,9,3.0,1610612741,Chicago Bulls,CHI
87773,21900055,301,9,2.0,1610612739,Cleveland Cavaliers,CLE
87845,21900055,409,9,2.0,1610612739,Cleveland Cavaliers,CLE
87871,21900055,445,9,3.0,1610612741,Chicago Bulls,CHI
87915,21900055,519,9,3.0,1610612741,Chicago Bulls,CHI
87951,21900055,570,9,3.0,1610612741,Chicago Bulls,CHI
87976,21900055,608,9,2.0,1610612739,Cleveland Cavaliers,CLE
88005,21900055,648,9,3.0,1610612741,Chicago Bulls,CHI
88020,21900055,668,9,2.0,1610612739,Cleveland Cavaliers,CLE
88028,21900055,680,9,3.0,1610612741,Chicago Bulls,CHI
88077,21900046,56,9,2.0,1610612749,Milwaukee Bucks,MIL
88126,21900046,126,9,3.0,1610612739,Cleveland Cavaliers,CLE
88176,21900046,197,9,3.0,1610612739,Cleveland Cavaliers,CLE
88244,21900046,295,9,2.0,1610612749,Milwaukee Bucks,MIL
88301,21900046,378,9,2.0,1610612749,Milwaukee Bucks,MIL
88363,21900046,463,9,3.0,1610612739,Cleveland Cavaliers,CLE
88425,21900046,554,9,3.0,1610612739,Cleveland Cavaliers,CLE
88467,21900046,618,9,3.0,1610612739,Cleveland Cavaliers,CLE
88507,21900046,679,9,3.0,1610612739,Cleveland Cavaliers,CLE
88571,21900030,78,9,2.0,1610612739,Cleveland Cavaliers,CLE
88624,21900030,156,9,3.0,1610612754,Indiana Pacers,IND
88674,21900030,224,9,3.0,1610612754,Indiana Pacers,IND
88711,21900030,276,9,3.0,1610612754,Indiana Pacers,IND
88784,21900030,383,9,3.0,1610612754,Indiana Pacers,IND
88814,21900030,423,9,2.0,1610612739,Cleveland Cavaliers,CLE
88892,21900030,546,9,2.0,1610612739,Cleveland Cavaliers,CLE
88926,21900030,592,9,2.0,1610612739,Cleveland Cavaliers,CLE
88944,21900030,624,9,3.0,1610612754,Indiana Pacers,IND
88960,21900030,646,9,3.0,1610612754,Indiana Pacers,IND
88973,21900030,664,9,3.0,1610612754,Indiana Pacers,IND
89018,21900005,63,9,2.0,1610612753,Orlando Magic,ORL
89032,21900005,82,9,2.0,1610612753,Orlando Magic,ORL
89121,21900005,207,9,3.0,1610612739,Cleveland Cavaliers,CLE
89135,21900005,228,9,3.0,1610612739,Cleveland Cavaliers,CLE
89198,21900005,320,9,3.0,1610612739,Cleveland Cavaliers,CLE
89244,21900005,391,9,2.0,1610612753,Orlando Magic,ORL
89263,21900005,417,9,3.0,1610612739,Cleveland Cavaliers,CLE
89354,21900005,547,9,3.0,1610612739,Cleveland Cavaliers,CLE
89400,21900005,610,9,2.0,1610612753,Orlando Magic,ORL
89485,21900947,66,9,2.0,1610612750,Minnesota Timberwolves,MIN
89517,21900947,109,9,2.0,1610612750,Minnesota Timberwolves,MIN
89598,21900947,232,9,3.0,1610612740,New Orleans Pelicans,NOP
89677,21900947,343,9,2.0,1610612750,Minnesota Timberwolves,MIN
89756,21900947,457,9,3.0,1610612740,New Orleans Pelicans,NOP
89781,21900947,489,9,2.0,1610612750,Minnesota Timberwolves,MIN
89819,21900947,544,9,3.0,1610612740,New Orleans Pelicans,NOP
89852,21900947,597,9,3.0,1610612740,New Orleans Pelicans,NOP
89878,21900947,632,9,2.0,1610612750,Minnesota Timberwolves,MIN
89896,21900947,658,9,2.0,1610612750,Minnesota Timberwolves,MIN
89947,21900947,732,9,2.0,1610612750,Minnesota Timberwolves,MIN
89978,21900936,22,9,2.0,1610612740,New Orleans Pelicans,NOP
90016,21900936,76,9,3.0,1610612748,Miami Heat,MIA
90128,21900936,249,9,3.0,1610612748,Miami Heat,MIA
90180,21900936,317,9,3.0,1610612748,Miami Heat,MIA
90188,21900936,329,9,2.0,1610612740,New Orleans Pelicans,NOP
90246,21900936,419,9,2.0,1610612740,New Orleans Pelicans,NOP
90306,21900936,500,9,2.0,1610612740,New Orleans Pelicans,NOP
90404,21900936,642,9,2.0,1610612740,New Orleans Pelicans,NOP
90416,21900936,664,9,3.0,1610612748,Miami Heat,MIA
90425,21900936,678,9,3.0,1610612748,Miami Heat,MIA
90430,21900936,685,9,2.0,1610612740,New Orleans Pelicans,NOP
90447,21900936,710,9,3.0,1610612748,Miami Heat,MIA
90453,21900936,719,9,2.0,1610612740,New Orleans Pelicans,NOP
90457,21900936,728,9,2.0,1610612740,New Orleans Pelicans,NOP
90473,21900936,755,9,3.0,1610612748,Miami Heat,MIA
90523,21900923,62,9,2.0,1610612742,Dallas Mavericks,DAL
90567,21900923,125,9,3.0,1610612740,New Orleans Pelicans,NOP
90612,21900923,196,9,3.0,1610612740,New Orleans Pelicans,NOP
90652,21900923,260,9,2.0,1610612742,Dallas Mavericks,DAL
90758,21900923,412,9,2.0,1610612742,Dallas Mavericks,DAL
90810,21900923,486,9,3.0,1610612740,New Orleans Pelicans,NOP
90860,21900923,564,9,3.0,1610612740,New Orleans Pelicans,NOP
90889,21900923,603,9,2.0,1610612742,Dallas Mavericks,DAL
90904,21900923,622,9,3.0,1610612740,New Orleans Pelicans,NOP
90920,21900923,641,9,2.0,1610612742,Dallas Mavericks,DAL
90929,21900923,653,9,3.0,1610612740,New Orleans Pelicans,NOP
90938,21900923,663,9,3.0,1610612740,New Orleans Pelicans,NOP
90944,21900923,673,9,2.0,1610612742,Dallas Mavericks,DAL
90992,21900923,739,9,3.0,1610612740,New Orleans Pelicans,NOP
90996,21900923,747,9,2.0,1610612742,Dallas Mavericks,DAL
91004,21900923,760,9,3.0,1610612740,New Orleans Pelicans,NOP
91056,21900911,64,9,3.0,1610612750,Minnesota Timberwolves,MIN
91106,21900911,139,9,2.0,1610612740,New Orleans Pelicans,NOP
91169,21900911,230,9,3.0,1610612750,Minnesota Timberwolves,MIN
91201,21900911,282,9,2.0,1610612740,New Orleans Pelicans,NOP
91279,21900911,408,9,3.0,1610612750,Minnesota Timberwolves,MIN
91352,21900911,516,9,2.0,1610612740,New Orleans Pelicans,NOP
91396,21900911,583,9,3.0,1610612750,Minnesota Timberwolves,MIN
91403,21900911,593,9,3.0,1610612750,Minnesota Timberwolves,MIN
91449,21900911,657,9,2.0,1610612740,New Orleans Pelicans,NOP
91459,21900911,672,9,2.0,1610612740,New Orleans Pelicans,NOP
91497,21900911,721,9,2.0,1610612740,New Orleans Pelicans,NOP
91552,21900900,67,9,3.0,1610612747,Los Angeles Lakers,LAL
91602,21900900,136,9,3.0,1610612747,Los Angeles Lakers,LAL
91666,21900900,230,9,2.0,1610612740,New Orleans Pelicans,NOP
91685,21900900,257,9,3.0,1610612747,Los Angeles Lakers,LAL
91786,21900900,404,9,2.0,1610612740,New Orleans Pelicans,NOP
91799,21900900,424,9,3.0,1610612747,Los Angeles Lakers,LAL
91827,21900900,468,9,2.0,1610612740,New Orleans Pelicans,NOP
91899,21900900,565,9,2.0,1610612740,New Orleans Pelicans,NOP
91930,21900900,614,9,3.0,1610612747,Los Angeles Lakers,LAL
91943,21900900,634,9,2.0,1610612740,New Orleans Pelicans,NOP
91965,21900900,662,9,3.0,1610612747,Los Angeles Lakers,LAL
91979,21900900,680,9,2.0,1610612740,New Orleans Pelicans,NOP
91991,21900900,698,9,2.0,1610612740,New Orleans Pelicans,NOP
92023,21900861,44,9,3.0,1610612740,New Orleans Pelicans,NOP
92070,21900861,111,9,2.0,1610612747,Los Angeles Lakers,LAL
92136,21900861,211,9,2.0,1610612747,Los Angeles Lakers,LAL
92155,21900861,245,9,3.0,1610612740,New Orleans Pelicans,NOP
92191,21900861,308,9,3.0,1610612740,New Orleans Pelicans,NOP
92199,21900861,320,9,2.0,1610612747,Los Angeles Lakers,LAL
92273,21900861,424,9,3.0,1610612740,New Orleans Pelicans,NOP
92304,21900861,471,9,2.0,1610612747,Los Angeles Lakers,LAL
92338,21900861,520,9,2.0,1610612747,Los Angeles Lakers,LAL
92420,21900861,640,9,2.0,1610612747,Los Angeles Lakers,LAL
92440,21900861,665,9,3.0,1610612740,New Orleans Pelicans,NOP
92475,21900861,714,9,3.0,1610612740,New Orleans Pelicans,NOP
92498,21900861,744,9,3.0,1610612740,New Orleans Pelicans,NOP
92543,21900847,57,9,2.0,1610612744,Golden State Warriors,GSW
92557,21900847,79,9,3.0,1610612740,New Orleans Pelicans,NOP
92601,21900847,143,9,2.0,1610612744,Golden State Warriors,GSW
92663,21900847,234,9,3.0,1610612740,New Orleans Pelicans,NOP
92724,21900847,318,9,2.0,1610612744,Golden State Warriors,GSW
92778,21900847,391,9,2.0,1610612744,Golden State Warriors,GSW
92837,21900847,472,9,3.0,1610612740,New Orleans Pelicans,NOP
92875,21900847,525,9,2.0,1610612744,Golden State Warriors,GSW
92898,21900847,562,9,3.0,1610612740,New Orleans Pelicans,NOP
92925,21900847,604,9,2.0,1610612744,Golden State Warriors,GSW
92956,21900847,651,9,3.0,1610612740,New Orleans Pelicans,NOP
92999,21900834,59,9,2.0,1610612757,Portland Trail Blazers,POR
93036,21900834,118,9,3.0,1610612740,New Orleans Pelicans,NOP
93116,21900834,241,9,2.0,1610612757,Portland Trail Blazers,POR
93183,21900834,335,9,3.0,1610612740,New Orleans Pelicans,NOP
93265,21900834,451,9,3.0,1610612740,New Orleans Pelicans,NOP
93314,21900834,521,9,2.0,1610612757,Portland Trail Blazers,POR
93350,21900834,572,9,2.0,1610612757,Portland Trail Blazers,POR
93385,21900834,623,9,3.0,1610612740,New Orleans Pelicans,NOP
93403,21900834,649,9,2.0,1610612757,Portland Trail Blazers,POR
93501,21900819,69,9,2.0,1610612740,New Orleans Pelicans,NOP
93539,21900819,123,9,3.0,1610612760,Oklahoma City Thunder,OKC
93630,21900819,258,9,2.0,1610612740,New Orleans Pelicans,NOP
93661,21900819,304,9,2.0,1610612740,New Orleans Pelicans,NOP
93746,21900819,417,9,2.0,1610612740,New Orleans Pelicans,NOP
93772,21900819,454,9,2.0,1610612740,New Orleans Pelicans,NOP
93781,21900819,467,9,3.0,1610612760,Oklahoma City Thunder,OKC
93853,21900819,571,9,2.0,1610612740,New Orleans Pelicans,NOP
93864,21900819,592,9,3.0,1610612760,Oklahoma City Thunder,OKC
93877,21900819,610,9,3.0,1610612760,Oklahoma City Thunder,OKC
93915,21900819,665,9,2.0,1610612740,New Orleans Pelicans,NOP
93966,21900804,66,9,2.0,1610612740,New Orleans Pelicans,NOP
93994,21900804,114,9,2.0,1610612740,New Orleans Pelicans,NOP
94093,21900804,257,9,2.0,1610612740,New Orleans Pelicans,NOP
94129,21900804,306,9,3.0,1610612757,Portland Trail Blazers,POR
94208,21900804,418,9,3.0,1610612757,Portland Trail Blazers,POR
94219,21900804,436,9,3.0,1610612757,Portland Trail Blazers,POR
94299,21900804,554,9,3.0,1610612757,Portland Trail Blazers,POR
94354,21900804,633,9,2.0,1610612740,New Orleans Pelicans,NOP
94436,21900780,52,9,2.0,1610612754,Indiana Pacers,IND
94477,21900780,110,9,3.0,1610612740,New Orleans Pelicans,NOP
94555,21900780,225,9,2.0,1610612754,Indiana Pacers,IND
94616,21900780,307,9,3.0,1610612740,New Orleans Pelicans,NOP
94692,21900780,426,9,2.0,1610612754,Indiana Pacers,IND
94735,21900780,490,9,3.0,1610612740,New Orleans Pelicans,NOP
94805,21900780,598,9,2.0,1610612754,Indiana Pacers,IND
94832,21900780,634,9,2.0,1610612754,Indiana Pacers,IND
94855,21900780,666,9,2.0,1610612754,Indiana Pacers,IND
94865,21900780,678,9,2.0,1610612754,Indiana Pacers,IND
94922,21900765,65,9,2.0,1610612741,Chicago Bulls,CHI
94968,21900765,136,9,2.0,1610612741,Chicago Bulls,CHI
95014,21900765,204,9,2.0,1610612741,Chicago Bulls,CHI
95038,21900765,243,9,3.0,1610612740,New Orleans Pelicans,NOP
95076,21900765,301,9,3.0,1610612740,New Orleans Pelicans,NOP
95115,21900765,362,9,2.0,1610612741,Chicago Bulls,CHI
95141,21900765,394,9,3.0,1610612740,New Orleans Pelicans,NOP
95253,21900765,563,9,3.0,1610612740,New Orleans Pelicans,NOP
95280,21900765,603,9,2.0,1610612741,Chicago Bulls,CHI
95376,21900751,56,9,3.0,1610612749,Milwaukee Bucks,MIL
95425,21900751,127,9,2.0,1610612740,New Orleans Pelicans,NOP
95509,21900751,260,9,2.0,1610612740,New Orleans Pelicans,NOP
95553,21900751,321,9,3.0,1610612749,Milwaukee Bucks,MIL
95626,21900751,427,9,2.0,1610612740,New Orleans Pelicans,NOP
95638,21900751,446,9,2.0,1610612740,New Orleans Pelicans,NOP
95680,21900751,504,9,3.0,1610612749,Milwaukee Bucks,MIL
95752,21900751,604,9,3.0,1610612749,Milwaukee Bucks,MIL
95807,21900751,680,9,2.0,1610612740,New Orleans Pelicans,NOP
95822,21900751,699,9,3.0,1610612749,Milwaukee Bucks,MIL
95862,21900738,27,9,3.0,1610612740,New Orleans Pelicans,NOP
95895,21900738,65,9,2.0,1610612745,Houston Rockets,HOU
95995,21900738,226,9,2.0,1610612745,Houston Rockets,HOU
96055,21900738,314,9,3.0,1610612740,New Orleans Pelicans,NOP
96129,21900738,412,9,2.0,1610612745,Houston Rockets,HOU
96171,21900738,474,9,3.0,1610612740,New Orleans Pelicans,NOP
96241,21900738,577,9,3.0,1610612740,New Orleans Pelicans,NOP
96263,21900738,605,9,2.0,1610612745,Houston Rockets,HOU
96276,21900738,622,9,2.0,1610612745,Houston Rockets,HOU
96287,21900738,636,9,3.0,1610612740,New Orleans Pelicans,NOP
96320,21900738,676,9,3.0,1610612740,New Orleans Pelicans,NOP
96330,21900738,689,9,3.0,1610612740,New Orleans Pelicans,NOP
96361,21900723,35,9,3.0,1610612763,Memphis Grizzlies,MEM
96381,21900723,61,9,3.0,1610612763,Memphis Grizzlies,MEM
96472,21900723,192,9,3.0,1610612763,Memphis Grizzlies,MEM
96519,21900723,257,9,2.0,1610612740,New Orleans Pelicans,NOP
96596,21900723,367,9,3.0,1610612763,Memphis Grizzlies,MEM
96627,21900723,409,9,3.0,1610612763,Memphis Grizzlies,MEM
96740,21900723,579,9,2.0,1610612740,New Orleans Pelicans,NOP
96778,21900723,637,9,3.0,1610612763,Memphis Grizzlies,MEM
96871,21900676,65,9,2.0,1610612740,New Orleans Pelicans,NOP
96917,21900676,129,9,3.0,1610612743,Denver Nuggets,DEN
96977,21900676,220,9,3.0,1610612743,Denver Nuggets,DEN
97051,21900676,324,9,2.0,1610612740,New Orleans Pelicans,NOP
97126,21900676,429,9,3.0,1610612743,Denver Nuggets,DEN
97138,21900676,446,9,2.0,1610612740,New Orleans Pelicans,NOP
97200,21900676,535,9,3.0,1610612743,Denver Nuggets,DEN
97263,21900676,633,9,2.0,1610612740,New Orleans Pelicans,NOP
97275,21900676,651,9,2.0,1610612740,New Orleans Pelicans,NOP
97284,21900676,664,9,3.0,1610612743,Denver Nuggets,DEN
97319,21900676,706,9,2.0,1610612740,New Orleans Pelicans,NOP
97321,21900676,709,9,2.0,1610612740,New Orleans Pelicans,NOP
97352,21900663,31,9,3.0,1610612759,San Antonio Spurs,SAS
97421,21900663,124,9,2.0,1610612740,New Orleans Pelicans,NOP
97479,21900663,212,9,2.0,1610612740,New Orleans Pelicans,NOP
97511,21900663,260,9,3.0,1610612759,San Antonio Spurs,SAS
97530,21900663,285,9,3.0,1610612759,San Antonio Spurs,SAS
97604,21900663,400,9,3.0,1610612759,San Antonio Spurs,SAS
97664,21900663,482,9,2.0,1610612740,New Orleans Pelicans,NOP
97709,21900663,557,9,3.0,1610612759,San Antonio Spurs,SAS
97737,21900663,598,9,2.0,1610612740,New Orleans Pelicans,NOP
97786,21900663,666,9,2.0,1610612740,New Orleans Pelicans,NOP
97792,21900663,673,9,2.0,1610612740,New Orleans Pelicans,NOP
97844,21900646,73,9,2.0,1610612763,Memphis Grizzlies,MEM
97879,21900646,123,9,3.0,1610612740,New Orleans Pelicans,NOP
97936,21900646,204,9,2.0,1610612763,Memphis Grizzlies,MEM
97953,21900646,227,9,2.0,1610612763,Memphis Grizzlies,MEM
97997,21900646,286,9,3.0,1610612740,New Orleans Pelicans,NOP
98077,21900646,398,9,2.0,1610612763,Memphis Grizzlies,MEM
98119,21900646,461,9,2.0,1610612763,Memphis Grizzlies,MEM
98206,21900646,591,9,2.0,1610612763,Memphis Grizzlies,MEM
98231,21900646,620,9,3.0,1610612740,New Orleans Pelicans,NOP
98269,21900646,672,9,2.0,1610612763,Memphis Grizzlies,MEM
98323,21900626,72,9,2.0,1610612740,New Orleans Pelicans,NOP
98352,21900626,110,9,3.0,1610612746,Los Angeles Clippers,LAC
98445,21900626,252,9,2.0,1610612740,New Orleans Pelicans,NOP
98507,21900626,340,9,3.0,1610612746,Los Angeles Clippers,LAC
98596,21900626,469,9,2.0,1610612740,New Orleans Pelicans,NOP
98631,21900626,517,9,3.0,1610612746,Los Angeles Clippers,LAC
98678,21900626,586,9,2.0,1610612740,New Orleans Pelicans,NOP
98709,21900626,623,9,3.0,1610612746,Los Angeles Clippers,LAC
98738,21900626,663,9,2.0,1610612740,New Orleans Pelicans,NOP
98769,21900626,707,9,3.0,1610612746,Los Angeles Clippers,LAC
98787,21900626,735,9,3.0,1610612746,Los Angeles Clippers,LAC
98793,21900626,742,9,2.0,1610612740,New Orleans Pelicans,NOP
98796,21900626,747,9,3.0,1610612746,Los Angeles Clippers,LAC
98800,21900626,752,9,2.0,1610612740,New Orleans Pelicans,NOP
98852,21900616,172,9,2.0,1610612740,New Orleans Pelicans,NOP
98873,21900616,96,9,3.0,1610612762,Utah Jazz,UTA
98953,21900616,221,9,3.0,1610612762,Utah Jazz,UTA
98991,21900616,283,9,2.0,1610612740,New Orleans Pelicans,NOP
99047,21900616,359,9,2.0,1610612740,New Orleans Pelicans,NOP
99107,21900616,448,9,2.0,1610612740,New Orleans Pelicans,NOP
99169,21900616,536,9,3.0,1610612762,Utah Jazz,UTA
99203,21900616,585,9,3.0,1610612762,Utah Jazz,UTA
99224,21900616,618,9,2.0,1610612740,New Orleans Pelicans,NOP
99246,21900616,648,9,2.0,1610612740,New Orleans Pelicans,NOP
99252,21900616,655,9,2.0,1610612740,New Orleans Pelicans,NOP
99256,21900616,660,9,3.0,1610612762,Utah Jazz,UTA
99259,21900616,665,9,3.0,1610612762,Utah Jazz,UTA
99306,21900616,739,9,3.0,1610612762,Utah Jazz,UTA
99331,21900616,774,9,3.0,1610612762,Utah Jazz,UTA
99366,21900591,38,9,2.0,1610612765,Detroit Pistons,DET
99419,21900591,105,9,3.0,1610612740,New Orleans Pelicans,NOP
99464,21900591,168,9,3.0,1610612740,New Orleans Pelicans,NOP
99477,21900591,187,9,3.0,1610612740,New Orleans Pelicans,NOP
99507,21900591,229,9,2.0,1610612765,Detroit Pistons,DET
99583,21900591,343,9,3.0,1610612740,New Orleans Pelicans,NOP
99652,21900591,434,9,2.0,1610612765,Detroit Pistons,DET
99741,21900591,563,9,3.0,1610612740,New Orleans Pelicans,NOP
99762,21900591,589,9,2.0,1610612765,Detroit Pistons,DET
99794,21900591,633,9,2.0,1610612765,Detroit Pistons,DET
99797,21900591,638,9,3.0,1610612740,New Orleans Pelicans,NOP
99832,21900591,697,9,2.0,1610612765,Detroit Pistons,DET
99918,21900569,65,9,2.0,1610612752,New York Knicks,NYK
99966,21900569,138,9,3.0,1610612740,New Orleans Pelicans,NOP
100003,21900569,194,9,2.0,1610612752,New York Knicks,NYK
100066,21900569,288,9,3.0,1610612740,New Orleans Pelicans,NOP
100111,21900569,351,9,3.0,1610612740,New Orleans Pelicans,NOP
100130,21900569,378,9,2.0,1610612752,New York Knicks,NYK
