,GAME_ID,EVENTNUM,EVENTMSGTYPE,PERSON1TYPE,TIMEOUT_TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION
377088,21900168,354,9,3.0,1610612759,San Antonio Spurs,SAS
377147,21900168,430,9,3.0,1610612759,San Antonio Spurs,SAS
377235,21900168,559,9,2.0,1610612753,Orlando Magic,ORL
377255,21900168,586,9,3.0,1610612759,San Antonio Spurs,SAS
377283,21900168,625,9,2.0,1610612753,Orlando Magic,ORL
377286,21900168,630,9,2.0,1610612753,Orlando Magic,ORL
377298,21900168,649,9,3.0,1610612759,San Antonio Spurs,SAS
377346,21900155,53,9,2.0,1610612753,Orlando Magic,ORL
377384,21900155,108,9,3.0,1610612755,Philadelphia 76ers,PHI
377467,21900155,233,9,2.0,1610612753,Orlando Magic,ORL
377475,21900155,247,9,2.0,1610612753,Orlando Magic,ORL
377533,21900155,328,9,3.0,1610612755,Philadelphia 76ers,PHI
377586,21900155,397,9,2.0,1610612753,Orlando Magic,ORL
377607,21900155,427,9,2.0,1610612753,Orlando Magic,ORL
377613,21900155,438,9,3.0,1610612755,Philadelphia 76ers,PHI
377702,21900155,560,9,3.0,1610612755,Philadelphia 76ers,PHI
377740,21900155,617,9,3.0,1610612755,Philadelphia 76ers,PHI
377769,21900155,654,9,3.0,1610612755,Philadelphia 76ers,PHI
377837,21900133,55,9,3.0,1610612754,Indiana Pacers,IND
377874,21900133,108,9,2.0,1610612753,Orlando Magic,ORL
377943,21900133,213,9,2.0,1610612753,Orlando Magic,ORL
377971,21900133,259,9,3.0,1610612754,Indiana Pacers,IND
378010,21900133,307,9,2.0,1610612753,Orlando Magic,ORL
378065,21900133,395,9,3.0,1610612754,Indiana Pacers,IND
378130,21900133,481,9,2.0,1610612753,Orlando Magic,ORL
378153,21900133,509,9,3.0,1610612754,Indiana Pacers,IND
378164,21900133,525,9,3.0,1610612754,Indiana Pacers,IND
378177,21900133,543,9,2.0,1610612753,Orlando Magic,ORL
378184,21900133,554,9,2.0,1610612753,Orlando Magic,ORL
378187,21900133,561,9,3.0,1610612754,Indiana Pacers,IND
378242,21900117,63,9,2.0,1610612753,Orlando Magic,ORL
378262,21900117,91,9,3.0,1610612763,Memphis Grizzlies,MEM
378336,21900117,201,9,2.0,1610612753,Orlando Magic,ORL
378389,21900117,275,9,2.0,1610612753,Orlando Magic,ORL
378446,21900117,365,9,3.0,1610612763,Memphis Grizzlies,MEM
378512,21900117,460,9,3.0,1610612763,Memphis Grizzlies,MEM
378555,21900117,527,9,3.0,1610612763,Memphis Grizzlies,MEM
378570,21900117,547,9,3.0,1610612763,Memphis Grizzlies,MEM
378616,21900117,614,9,3.0,1610612763,Memphis Grizzlies,MEM
378637,21900117,645,9,3.0,1610612763,Memphis Grizzlies,MEM
378703,21900101,51,9,3.0,1610612753,Orlando Magic,ORL
378740,21900101,103,9,2.0,1610612760,Oklahoma City Thunder,OKC
378828,21900101,235,9,2.0,1610612760,Oklahoma City Thunder,OKC
378866,21900101,288,9,3.0,1610612753,Orlando Magic,ORL
378917,21900101,367,9,3.0,1610612753,Orlando Magic,ORL
378933,21900101,389,9,2.0,1610612760,Oklahoma City Thunder,OKC
378979,21900101,454,9,3.0,1610612753,Orlando Magic,ORL
379066,21900101,578,9,2.0,1610612760,Oklahoma City Thunder,OKC
379096,21900101,618,9,3.0,1610612753,Orlando Magic,ORL
379118,21900101,651,9,3.0,1610612753,Orlando Magic,ORL
379178,21900044,67,9,2.0,1610612761,Toronto Raptors,TOR
379221,21900044,123,9,3.0,1610612753,Orlando Magic,ORL
379289,21900044,218,9,3.0,1610612753,Orlando Magic,ORL
379322,21900044,271,9,2.0,1610612761,Toronto Raptors,TOR
379418,21900044,404,9,3.0,1610612753,Orlando Magic,ORL
379451,21900044,448,9,2.0,1610612761,Toronto Raptors,TOR
379480,21900044,493,9,2.0,1610612761,Toronto Raptors,TOR
379546,21900044,588,9,2.0,1610612761,Toronto Raptors,TOR
379569,21900044,621,9,2.0,1610612761,Toronto Raptors,TOR
379602,21900044,662,9,3.0,1610612753,Orlando Magic,ORL
379624,21900908,20,9,3.0,1610612754,Indiana Pacers,IND
379653,21900908,60,9,2.0,1610612759,San Antonio Spurs,SAS
379746,21900908,201,9,2.0,1610612759,San Antonio Spurs,SAS
379786,21900908,261,9,3.0,1610612754,Indiana Pacers,IND
379859,21900908,357,9,3.0,1610612754,Indiana Pacers,IND
379869,21900908,370,9,2.0,1610612759,San Antonio Spurs,SAS
379932,21900908,465,9,3.0,1610612754,Indiana Pacers,IND
379955,21900908,499,9,3.0,1610612754,Indiana Pacers,IND
379982,21900908,537,9,2.0,1610612759,San Antonio Spurs,SAS
379990,21900908,548,9,2.0,1610612759,San Antonio Spurs,SAS
380011,21900908,576,9,2.0,1610612759,San Antonio Spurs,SAS
380019,21900908,587,9,3.0,1610612754,Indiana Pacers,IND
380071,21900874,50,9,3.0,1610612757,Portland Trail Blazers,POR
380105,21900874,94,9,2.0,1610612754,Indiana Pacers,IND
380150,21900874,162,9,2.0,1610612754,Indiana Pacers,IND
380224,21900874,267,9,3.0,1610612757,Portland Trail Blazers,POR
380293,21900874,362,9,3.0,1610612757,Portland Trail Blazers,POR
380317,21900874,391,9,2.0,1610612754,Indiana Pacers,IND
380414,21900874,522,9,3.0,1610612757,Portland Trail Blazers,POR
380427,21900874,543,9,3.0,1610612757,Portland Trail Blazers,POR
380440,21900874,559,9,2.0,1610612754,Indiana Pacers,IND
380454,21900874,577,9,2.0,1610612754,Indiana Pacers,IND
380478,21900874,606,9,2.0,1610612754,Indiana Pacers,IND
380480,21900874,609,9,3.0,1610612757,Portland Trail Blazers,POR
380515,21900857,44,9,3.0,1610612766,Charlotte Hornets,CHA
380553,21900857,103,9,2.0,1610612754,Indiana Pacers,IND
380613,21900857,188,9,3.0,1610612766,Charlotte Hornets,CHA
380635,21900857,220,9,3.0,1610612766,Charlotte Hornets,CHA
380715,21900857,338,9,3.0,1610612766,Charlotte Hornets,CHA
380762,21900857,402,9,2.0,1610612754,Indiana Pacers,IND
380872,21900857,564,9,2.0,1610612754,Indiana Pacers,IND
380914,21900857,624,9,3.0,1610612766,Charlotte Hornets,CHA
380949,21900843,31,9,3.0,1610612754,Indiana Pacers,IND
380990,21900843,83,9,3.0,1610612754,Indiana Pacers,IND
381053,21900843,178,9,3.0,1610612754,Indiana Pacers,IND
381136,21900843,298,9,2.0,1610612761,Toronto Raptors,TOR
381204,21900843,392,9,3.0,1610612754,Indiana Pacers,IND
381218,21900843,413,9,2.0,1610612761,Toronto Raptors,TOR
381246,21900843,454,9,2.0,1610612761,Toronto Raptors,TOR
381300,21900843,541,9,3.0,1610612754,Indiana Pacers,IND
381346,21900843,601,9,3.0,1610612754,Indiana Pacers,IND
381437,21900772,53,9,2.0,1610612754,Indiana Pacers,IND
381486,21900772,119,9,3.0,1610612761,Toronto Raptors,TOR
381560,21900772,224,9,2.0,1610612754,Indiana Pacers,IND
381593,21900772,275,9,3.0,1610612761,Toronto Raptors,TOR
381681,21900772,401,9,2.0,1610612754,Indiana Pacers,IND
381701,21900772,431,9,3.0,1610612761,Toronto Raptors,TOR
381742,21900772,494,9,3.0,1610612761,Toronto Raptors,TOR
381787,21900772,558,9,2.0,1610612754,Indiana Pacers,IND
381799,21900772,575,9,2.0,1610612754,Indiana Pacers,IND
381817,21900772,599,9,2.0,1610612754,Indiana Pacers,IND
381833,21900772,620,9,2.0,1610612754,Indiana Pacers,IND
381892,21900758,61,9,2.0,1610612761,Toronto Raptors,TOR
381914,21900758,92,9,3.0,1610612754,Indiana Pacers,IND
381988,21900758,199,9,2.0,1610612761,Toronto Raptors,TOR
382012,21900758,233,9,2.0,1610612761,Toronto Raptors,TOR
382032,21900758,261,9,3.0,1610612754,Indiana Pacers,IND
382093,21900758,355,9,3.0,1610612754,Indiana Pacers,IND
382127,21900758,400,9,3.0,1610612754,Indiana Pacers,IND
382134,21900758,413,9,2.0,1610612761,Toronto Raptors,TOR
382218,21900758,543,9,2.0,1610612761,Toronto Raptors,TOR
382235,21900758,567,9,3.0,1610612754,Indiana Pacers,IND
382262,21900758,606,9,3.0,1610612754,Indiana Pacers,IND
382309,21900692,54,9,3.0,1610612754,Indiana Pacers,IND
382358,21900692,122,9,2.0,1610612757,Portland Trail Blazers,POR
382420,21900692,207,9,2.0,1610612757,Portland Trail Blazers,POR
382463,21900692,273,9,3.0,1610612754,Indiana Pacers,IND
382521,21900692,357,9,3.0,1610612754,Indiana Pacers,IND
382548,21900692,397,9,3.0,1610612754,Indiana Pacers,IND
382583,21900692,453,9,2.0,1610612757,Portland Trail Blazers,POR
382639,21900692,533,9,3.0,1610612754,Indiana Pacers,IND
382667,21900692,575,9,2.0,1610612757,Portland Trail Blazers,POR
382769,21900664,80,9,2.0,1610612756,Phoenix Suns,PHX
382794,21900664,118,9,3.0,1610612754,Indiana Pacers,IND
382866,21900664,224,9,3.0,1610612754,Indiana Pacers,IND
382903,21900664,275,9,2.0,1610612756,Phoenix Suns,PHX
382912,21900664,285,9,2.0,1610612756,Phoenix Suns,PHX
382976,21900664,381,9,2.0,1610612756,Phoenix Suns,PHX
382993,21900664,404,9,3.0,1610612754,Indiana Pacers,IND
383086,21900664,542,9,2.0,1610612756,Phoenix Suns,PHX
383104,21900664,570,9,3.0,1610612754,Indiana Pacers,IND
383125,21900664,604,9,3.0,1610612754,Indiana Pacers,IND
383196,21900651,58,9,3.0,1610612754,Indiana Pacers,IND
383229,21900651,101,9,2.0,1610612762,Utah Jazz,UTA
383297,21900651,204,9,2.0,1610612762,Utah Jazz,UTA
383313,21900651,229,9,3.0,1610612754,Indiana Pacers,IND
383367,21900651,307,9,3.0,1610612754,Indiana Pacers,IND
383383,21900651,330,9,2.0,1610612762,Utah Jazz,UTA
383420,21900651,379,9,3.0,1610612754,Indiana Pacers,IND
383502,21900651,498,9,3.0,1610612754,Indiana Pacers,IND
383556,21900651,578,9,2.0,1610612762,Utah Jazz,UTA
383629,21900592,55,9,2.0,1610612754,Indiana Pacers,IND
383665,21900592,101,9,3.0,1610612755,Philadelphia 76ers,PHI
383739,21900592,203,9,3.0,1610612755,Philadelphia 76ers,PHI
383761,21900592,239,9,2.0,1610612754,Indiana Pacers,IND
383830,21900592,331,9,2.0,1610612754,Indiana Pacers,IND
383872,21900592,392,9,3.0,1610612755,Philadelphia 76ers,PHI
383946,21900592,502,9,3.0,1610612755,Philadelphia 76ers,PHI
383988,21900592,557,9,2.0,1610612754,Indiana Pacers,IND
383997,21900592,568,9,3.0,1610612755,Philadelphia 76ers,PHI
384001,21900592,573,9,2.0,1610612754,Indiana Pacers,IND
384029,21900592,608,9,3.0,1610612755,Philadelphia 76ers,PHI
384042,21900592,625,9,3.0,1610612755,Philadelphia 76ers,PHI
384044,21900592,627,9,2.0,1610612754,Indiana Pacers,IND
384089,21900539,50,9,2.0,1610612766,Charlotte Hornets,CHA
384118,21900539,85,9,3.0,1610612754,Indiana Pacers,IND
384187,21900539,192,9,2.0,1610612766,Charlotte Hornets,CHA
384213,21900539,226,9,3.0,1610612754,Indiana Pacers,IND
384290,21900539,347,9,2.0,1610612766,Charlotte Hornets,CHA
384341,21900539,411,9,2.0,1610612766,Charlotte Hornets,CHA
384386,21900539,483,9,3.0,1610612754,Indiana Pacers,IND
384402,21900539,507,9,2.0,1610612766,Charlotte Hornets,CHA
384435,21900539,554,9,3.0,1610612754,Indiana Pacers,IND
384506,21900498,46,9,3.0,1610612755,Philadelphia 76ers,PHI
384549,21900498,110,9,2.0,1610612754,Indiana Pacers,IND
384619,21900498,211,9,3.0,1610612755,Philadelphia 76ers,PHI
384636,21900498,234,9,3.0,1610612755,Philadelphia 76ers,PHI
384656,21900498,262,9,3.0,1610612755,Philadelphia 76ers,PHI
384721,21900498,365,9,3.0,1610612755,Philadelphia 76ers,PHI
384764,21900498,422,9,2.0,1610612754,Indiana Pacers,IND
384859,21900498,555,9,2.0,1610612754,Indiana Pacers,IND
384889,21900498,602,9,2.0,1610612754,Indiana Pacers,IND
384908,21900498,627,9,2.0,1610612754,Indiana Pacers,IND
384979,21900446,72,9,3.0,1610612761,Toronto Raptors,TOR
385001,21900446,107,9,2.0,1610612754,Indiana Pacers,IND
385115,21900446,268,9,2.0,1610612754,Indiana Pacers,IND
385151,21900446,318,9,3.0,1610612761,Toronto Raptors,TOR
385198,21900446,395,9,2.0,1610612754,Indiana Pacers,IND
385243,21900446,453,9,3.0,1610612761,Toronto Raptors,TOR
385297,21900446,535,9,2.0,1610612754,Indiana Pacers,IND
385317,21900446,565,9,2.0,1610612754,Indiana Pacers,IND
385365,21900446,630,9,3.0,1610612761,Toronto Raptors,TOR
385368,21900446,634,9,2.0,1610612754,Indiana Pacers,IND
385400,21900446,680,9,3.0,1610612761,Toronto Raptors,TOR
385403,21900446,683,9,2.0,1610612754,Indiana Pacers,IND
385407,21900446,687,9,3.0,1610612761,Toronto Raptors,TOR
385411,21900446,693,9,2.0,1610612754,Indiana Pacers,IND
385457,21900421,62,9,2.0,1610612754,Indiana Pacers,IND
385484,21900421,103,9,3.0,1610612758,Sacramento Kings,SAC
385528,21900421,168,9,3.0,1610612758,Sacramento Kings,SAC
385566,21900421,228,9,3.0,1610612758,Sacramento Kings,SAC
385583,21900421,257,9,2.0,1610612754,Indiana Pacers,IND
385658,21900421,357,9,2.0,1610612754,Indiana Pacers,IND
385690,21900421,405,9,3.0,1610612758,Sacramento Kings,SAC
385761,21900421,504,9,3.0,1610612758,Sacramento Kings,SAC
385811,21900421,575,9,2.0,1610612754,Indiana Pacers,IND
385896,21900389,67,9,2.0,1610612754,Indiana Pacers,IND
385916,21900389,94,9,3.0,1610612766,Charlotte Hornets,CHA
386020,21900389,245,9,2.0,1610612754,Indiana Pacers,IND
386052,21900389,290,9,3.0,1610612766,Charlotte Hornets,CHA
386137,21900389,405,9,2.0,1610612754,Indiana Pacers,IND
386173,21900389,446,9,2.0,1610612754,Indiana Pacers,IND
386204,21900389,491,9,3.0,1610612766,Charlotte Hornets,CHA
386250,21900389,552,9,3.0,1610612766,Charlotte Hornets,CHA
386291,21900389,610,9,3.0,1610612766,Charlotte Hornets,CHA
386298,21900389,619,9,3.0,1610612766,Charlotte Hornets,CHA
386381,21900322,51,9,3.0,1610612754,Indiana Pacers,IND
386409,21900322,85,9,2.0,1610612765,Detroit Pistons,DET
386478,21900322,186,9,2.0,1610612765,Detroit Pistons,DET
386517,21900322,242,9,3.0,1610612754,Indiana Pacers,IND
386594,21900322,360,9,2.0,1610612765,Detroit Pistons,DET
386641,21900322,423,9,2.0,1610612765,Detroit Pistons,DET
386672,21900322,468,9,3.0,1610612754,Indiana Pacers,IND
386706,21900322,518,9,3.0,1610612754,Indiana Pacers,IND
386722,21900322,538,9,3.0,1610612754,Indiana Pacers,IND
386756,21900322,593,9,2.0,1610612765,Detroit Pistons,DET
386787,21900322,634,9,2.0,1610612765,Detroit Pistons,DET
386789,21900322,637,9,3.0,1610612754,Indiana Pacers,IND
386796,21900322,648,9,3.0,1610612754,Indiana Pacers,IND
386839,21900312,49,9,2.0,1610612760,Oklahoma City Thunder,OKC
386870,21900312,91,9,3.0,1610612754,Indiana Pacers,IND
386944,21900312,200,9,2.0,1610612760,Oklahoma City Thunder,OKC
386972,21900312,244,9,3.0,1610612754,Indiana Pacers,IND
387035,21900312,333,9,3.0,1610612754,Indiana Pacers,IND
387072,21900312,387,9,2.0,1610612760,Oklahoma City Thunder,OKC
387094,21900312,420,9,2.0,1610612760,Oklahoma City Thunder,OKC
387152,21900312,500,9,2.0,1610612760,Oklahoma City Thunder,OKC
387165,21900312,518,9,3.0,1610612754,Indiana Pacers,IND
387183,21900312,543,9,3.0,1610612754,Indiana Pacers,IND
387222,21900312,596,9,2.0,1610612760,Oklahoma City Thunder,OKC
387256,21900296,35,9,3.0,1610612754,Indiana Pacers,IND
387280,21900296,64,9,2.0,1610612763,Memphis Grizzlies,MEM
387291,21900296,82,9,2.0,1610612763,Memphis Grizzlies,MEM
387360,21900296,174,9,3.0,1610612754,Indiana Pacers,IND
387390,21900296,220,9,2.0,1610612763,Memphis Grizzlies,MEM
387509,21900296,400,9,2.0,1610612763,Memphis Grizzlies,MEM
387531,21900296,430,9,3.0,1610612754,Indiana Pacers,IND
387596,21900296,542,9,2.0,1610612763,Memphis Grizzlies,MEM
387615,21900296,567,9,2.0,1610612763,Memphis Grizzlies,MEM
387672,21900296,646,9,3.0,1610612754,Indiana Pacers,IND
387680,21900296,657,9,2.0,1610612763,Memphis Grizzlies,MEM
387727,21900281,57,9,3.0,1610612754,Indiana Pacers,IND
387763,21900281,114,9,2.0,1610612755,Philadelphia 76ers,PHI
387847,21900281,236,9,2.0,1610612755,Philadelphia 76ers,PHI
387879,21900281,286,9,3.0,1610612754,Indiana Pacers,IND
387948,21900281,401,9,2.0,1610612755,Philadelphia 76ers,PHI
387987,21900281,457,9,3.0,1610612754,Indiana Pacers,IND
388034,21900281,532,9,3.0,1610612754,Indiana Pacers,IND
388064,21900281,579,9,2.0,1610612755,Philadelphia 76ers,PHI
388075,21900281,590,9,2.0,1610612755,Philadelphia 76ers,PHI
388076,21900281,592,9,2.0,1610612755,Philadelphia 76ers,PHI
388105,21900281,631,9,3.0,1610612754,Indiana Pacers,IND
388113,21900281,643,9,3.0,1610612754,Indiana Pacers,IND
388121,21900281,654,9,2.0,1610612755,Philadelphia 76ers,PHI
388167,21900256,54,9,2.0,1610612754,Indiana Pacers,IND
388209,21900256,109,9,3.0,1610612762,Utah Jazz,UTA
388283,21900256,212,9,3.0,1610612762,Utah Jazz,UTA
388295,21900256,229,9,2.0,1610612754,Indiana Pacers,IND
388372,21900256,341,9,3.0,1610612762,Utah Jazz,UTA
388431,21900256,426,9,2.0,1610612754,Indiana Pacers,IND
388480,21900256,494,9,2.0,1610612754,Indiana Pacers,IND
388512,21900256,543,9,2.0,1610612754,Indiana Pacers,IND
388527,21900256,561,9,3.0,1610612762,Utah Jazz,UTA
388545,21900256,589,9,3.0,1610612762,Utah Jazz,UTA
388635,21900242,61,9,3.0,1610612763,Memphis Grizzlies,MEM
388665,21900242,109,9,3.0,1610612763,Memphis Grizzlies,MEM
388715,21900242,186,9,3.0,1610612763,Memphis Grizzlies,MEM
388758,21900242,248,9,2.0,1610612754,Indiana Pacers,IND
388807,21900242,312,9,3.0,1610612763,Memphis Grizzlies,MEM
388836,21900242,355,9,3.0,1610612763,Memphis Grizzlies,MEM
388875,21900242,409,9,2.0,1610612754,Indiana Pacers,IND
388900,21900242,448,9,2.0,1610612754,Indiana Pacers,IND
388924,21900242,485,9,3.0,1610612763,Memphis Grizzlies,MEM
388943,21900242,513,9,2.0,1610612754,Indiana Pacers,IND
388997,21900242,588,9,2.0,1610612754,Indiana Pacers,IND
389072,21900146,50,9,2.0,1610612754,Indiana Pacers,IND
389112,21900146,109,9,3.0,1610612760,Oklahoma City Thunder,OKC
389198,21900146,228,9,3.0,1610612760,Oklahoma City Thunder,OKC
389237,21900146,281,9,2.0,1610612754,Indiana Pacers,IND
389313,21900146,388,9,2.0,1610612754,Indiana Pacers,IND
389345,21900146,434,9,3.0,1610612760,Oklahoma City Thunder,OKC
389356,21900146,451,9,3.0,1610612760,Oklahoma City Thunder,OKC
389398,21900146,507,9,3.0,1610612760,Oklahoma City Thunder,OKC
389422,21900146,543,9,2.0,1610612754,Indiana Pacers,IND
389453,21900146,587,9,2.0,1610612754,Indiana Pacers,IND
389523,21900116,51,9,2.0,1610612754,Indiana Pacers,IND
389559,21900116,106,9,3.0,1610612765,Detroit Pistons,DET
389616,21900116,196,9,3.0,1610612765,Detroit Pistons,DET
389632,21900116,221,9,3.0,1610612765,Detroit Pistons,DET
389733,21900116,359,9,3.0,1610612765,Detroit Pistons,DET
389754,21900116,390,9,2.0,1610612754,Indiana Pacers,IND
389814,21900116,478,9,2.0,1610612754,Indiana Pacers,IND
389846,21900116,525,9,2.0,1610612754,Indiana Pacers,IND
389873,21900116,561,9,3.0,1610612765,Detroit Pistons,DET
389893,21900116,589,9,2.0,1610612754,Indiana Pacers,IND
389915,21900116,615,9,3.0,1610612765,Detroit Pistons,DET
389923,21900116,626,9,3.0,1610612765,Detroit Pistons,DET
389927,21900116,631,9,2.0,1610612754,Indiana Pacers,IND
389978,21900104,65,9,3.0,1610612764,Washington Wizards,WAS
389999,21900104,89,9,2.0,1610612754,Indiana Pacers,IND
390071,21900104,192,9,3.0,1610612764,Washington Wizards,WAS
390125,21900104,271,9,3.0,1610612764,Washington Wizards,WAS
390209,21900104,390,9,3.0,1610612764,Washington Wizards,WAS
390223,21900104,409,9,3.0,1610612764,Washington Wizards,WAS
390259,21900104,462,9,2.0,1610612754,Indiana Pacers,IND
390281,21900104,488,9,2.0,1610612754,Indiana Pacers,IND
390331,21900104,559,9,3.0,1610612764,Washington Wizards,WAS
390375,21900104,621,9,2.0,1610612754,Indiana Pacers,IND
390403,21900104,661,9,2.0,1610612754,Indiana Pacers,IND
390415,21900104,676,9,3.0,1610612764,Washington Wizards,WAS
390470,21900097,59,9,2.0,1610612766,Charlotte Hornets,CHA
390504,21900097,108,9,3.0,1610612754,Indiana Pacers,IND
390568,21900097,201,9,3.0,1610612754,Indiana Pacers,IND
390592,21900097,236,9,2.0,1610612766,Charlotte Hornets,CHA
390652,21900097,329,9,2.0,1610612766,Charlotte Hornets,CHA
390705,21900097,402,9,3.0,1610612754,Indiana Pacers,IND
390777,21900097,503,9,3.0,1610612754,Indiana Pacers,IND
390800,21900097,534,9,2.0,1610612766,Charlotte Hornets,CHA
390824,21900097,567,9,2.0,1610612766,Charlotte Hornets,CHA
390827,21900097,572,9,3.0,1610612754,Indiana Pacers,IND
390846,21900097,594,9,3.0,1610612754,Indiana Pacers,IND
390861,21900097,612,9,2.0,1610612766,Charlotte Hornets,CHA
390864,21900097,617,9,3.0,1610612754,Indiana Pacers,IND
390906,21900097,675,9,3.0,1610612754,Indiana Pacers,IND
390919,21900097,695,9,3.0,1610612754,Indiana Pacers,IND
390922,21900097,699,9,2.0,1610612766,Charlotte Hornets,CHA
390973,21900041,65,9,2.0,1610612765,Detroit Pistons,DET
391001,21900041,100,9,3.0,1610612754,Indiana Pacers,IND
391077,21900041,215,9,2.0,1610612765,Detroit Pistons,DET
391098,21900041,249,9,3.0,1610612754,Indiana Pacers,IND
391136,21900041,304,9,3.0,1610612754,Indiana Pacers,IND
391194,21900041,396,9,2.0,1610612765,Detroit Pistons,DET
391225,21900041,441,9,3.0,1610612754,Indiana Pacers,IND
391290,21900041,538,9,2.0,1610612765,Detroit Pistons,DET
391316,21900041,571,9,3.0,1610612754,Indiana Pacers,IND
391332,21900041,593,9,3.0,1610612754,Indiana Pacers,IND
391344,21900041,606,9,2.0,1610612765,Detroit Pistons,DET
391350,21900041,612,9,3.0,1610612754,Indiana Pacers,IND
391357,21900041,622,9,2.0,1610612765,Detroit Pistons,DET
391403,21900004,42,9,2.0,1610612754,Indiana Pacers,IND
391437,21900004,92,9,3.0,1610612765,Detroit Pistons,DET
391530,21900004,226,9,2.0,1610612754,Indiana Pacers,IND
391558,21900004,274,9,3.0,1610612765,Detroit Pistons,DET
391607,21900004,350,9,2.0,1610612754,Indiana Pacers,IND
391655,21900004,414,9,3.0,1610612765,Detroit Pistons,DET
391750,21900004,558,9,3.0,1610612765,Detroit Pistons,DET
391769,21900004,587,9,2.0,1610612754,Indiana Pacers,IND
391806,21900004,643,9,2.0,1610612754,Indiana Pacers,IND
391810,21900004,652,9,3.0,1610612765,Detroit Pistons,DET
391832,21900004,682,9,2.0,1610612754,Indiana Pacers,IND
391850,21900004,708,9,2.0,1610612754,Indiana Pacers,IND
391887,21900971,41,9,2.0,1610612755,Philadelphia 76ers,PHI
391939,21900971,114,9,3.0,1610612765,Detroit Pistons,DET
391997,21900971,208,9,3.0,1610612765,Detroit Pistons,DET
392067,21900971,305,9,2.0,1610612755,Philadelphia 76ers,PHI
392146,21900971,416,9,3.0,1610612765,Detroit Pistons,DET
392156,21900971,434,9,2.0,1610612755,Philadelphia 76ers,PHI
392183,21900971,478,9,2.0,1610612755,Philadelphia 76ers,PHI
392239,21900971,569,9,3.0,1610612765,Detroit Pistons,DET
392258,21900971,594,9,2.0,1610612755,Philadelphia 76ers,PHI
392278,21900971,625,9,2.0,1610612755,Philadelphia 76ers,PHI
392287,21900971,636,9,2.0,1610612755,Philadelphia 76ers,PHI
392345,21900928,39,9,2.0,1610612758,Sacramento Kings,SAC
392394,21900928,106,9,3.0,1610612755,Philadelphia 76ers,PHI
392416,21900928,142,9,3.0,1610612755,Philadelphia 76ers,PHI
392469,21900928,214,9,2.0,1610612758,Sacramento Kings,SAC
392522,21900928,290,9,3.0,1610612755,Philadelphia 76ers,PHI
392572,21900928,364,9,2.0,1610612758,Sacramento Kings,SAC
392597,21900928,399,9,3.0,1610612755,Philadelphia 76ers,PHI
392619,21900928,423,9,3.0,1610612755,Philadelphia 76ers,PHI
392677,21900928,509,9,2.0,1610612758,Sacramento Kings,SAC
392692,21900928,530,9,3.0,1610612755,Philadelphia 76ers,PHI
392718,21900928,562,9,2.0,1610612758,Sacramento Kings,SAC
392745,21900928,599,9,2.0,1610612758,Sacramento Kings,SAC
392821,21900769,79,9,2.0,1610612755,Philadelphia 76ers,PHI
392852,21900769,121,9,3.0,1610612763,Memphis Grizzlies,MEM
392934,21900769,256,9,3.0,1610612763,Memphis Grizzlies,MEM
392976,21900769,315,9,2.0,1610612755,Philadelphia 76ers,PHI
393031,21900769,406,9,3.0,1610612763,Memphis Grizzlies,MEM
393048,21900769,429,9,3.0,1610612763,Memphis Grizzlies,MEM
393066,21900769,459,9,2.0,1610612755,Philadelphia 76ers,PHI
393152,21900769,595,9,2.0,1610612755,Philadelphia 76ers,PHI
393183,21900769,640,9,2.0,1610612755,Philadelphia 76ers,PHI
393200,21900769,664,9,3.0,1610612763,Memphis Grizzlies,MEM
393230,21900769,714,9,2.0,1610612755,Philadelphia 76ers,PHI
393289,21900660,50,9,3.0,1610612755,Philadelphia 76ers,PHI
393312,21900660,83,9,2.0,1610612761,Toronto Raptors,TOR
393384,21900660,185,9,2.0,1610612761,Toronto Raptors,TOR
393450,21900660,279,9,3.0,1610612755,Philadelphia 76ers,PHI
393509,21900660,357,9,2.0,1610612761,Toronto Raptors,TOR
393545,21900660,408,9,2.0,1610612761,Toronto Raptors,TOR
393557,21900660,425,9,3.0,1610612755,Philadelphia 76ers,PHI
393614,21900660,506,9,3.0,1610612755,Philadelphia 76ers,PHI
393648,21900660,559,9,3.0,1610612755,Philadelphia 76ers,PHI
393680,21900660,602,9,2.0,1610612761,Toronto Raptors,TOR
393688,21900660,611,9,3.0,1610612755,Philadelphia 76ers,PHI
393700,21900660,625,9,2.0,1610612761,Toronto Raptors,TOR
393754,21900541,61,9,2.0,1610612755,Philadelphia 76ers,PHI
393774,21900541,92,9,3.0,1610612760,Oklahoma City Thunder,OKC
393804,21900541,134,9,2.0,1610612755,Philadelphia 76ers,PHI
393835,21900541,181,9,3.0,1610612760,Oklahoma City Thunder,OKC
393911,21900541,284,9,2.0,1610612755,Philadelphia 76ers,PHI
393975,21900541,390,9,2.0,1610612755,Philadelphia 76ers,PHI
394041,21900541,484,9,3.0,1610612760,Oklahoma City Thunder,OKC
394109,21900541,580,9,3.0,1610612760,Oklahoma City Thunder,OKC
394128,21900541,607,9,3.0,1610612760,Oklahoma City Thunder,OKC
394140,21900541,625,9,2.0,1610612755,Philadelphia 76ers,PHI
394166,21900541,663,9,3.0,1610612760,Oklahoma City Thunder,OKC
394186,21900541,692,9,2.0,1610612755,Philadelphia 76ers,PHI
394194,21900541,707,9,3.0,1610612760,Oklahoma City Thunder,OKC
