,PLAYER_NAME,GAME_CAREER,TOTAL_3MADE
0,Stephen Curry,1,0
1,Stephen Curry,2,2
2,Stephen Curry,3,3
3,Stephen Curry,4,3
4,Stephen Curry,5,4
5,Stephen Curry,6,5
6,Stephen Curry,7,5
7,Stephen Curry,8,5
8,Stephen Curry,9,7
9,Stephen Curry,10,9
10,Stephen Curry,11,10
11,Stephen Curry,12,12
12,Stephen Curry,13,14
13,Stephen Curry,14,15
14,Stephen Curry,15,16
15,Stephen Curry,16,17
16,Stephen Curry,17,19
17,Stephen Curry,18,20
18,Stephen Curry,19,20
19,Stephen Curry,20,22
20,Stephen Curry,21,23
21,Stephen Curry,22,23
22,Stephen Curry,23,26
23,Stephen Curry,24,27
24,Stephen Curry,25,27
25,Stephen Curry,26,32
26,Stephen Curry,27,34
27,Stephen Curry,28,37
28,Stephen Curry,29,40
29,Stephen Curry,30,40
30,Stephen Curry,31,40
31,Stephen Curry,32,41
32,Stephen Curry,33,47
33,Stephen Curry,34,47
34,Stephen Curry,35,48
35,Stephen Curry,36,49
36,Stephen Curry,37,52
37,Stephen Curry,38,53
38,Stephen Curry,39,58
39,Stephen Curry,40,61
40,Stephen Curry,41,64
41,Stephen Curry,42,68
42,Stephen Curry,43,71
43,Stephen Curry,44,72
44,Stephen Curry,45,74
45,Stephen Curry,46,76
46,Stephen Curry,47,78
47,Stephen Curry,48,78
48,Stephen Curry,49,81
49,Stephen Curry,50,82
50,Stephen Curry,51,89
51,Stephen Curry,52,90
52,Stephen Curry,53,91
53,Stephen Curry,54,94
54,Stephen Curry,55,95
55,Stephen Curry,56,96
56,Stephen Curry,57,98
57,Stephen Curry,58,101
58,Stephen Curry,59,104
59,Stephen Curry,60,105
60,Stephen Curry,61,110
61,Stephen Curry,62,114
62,Stephen Curry,63,116
63,Stephen Curry,64,118
64,Stephen Curry,65,123
65,Stephen Curry,66,128
66,Stephen Curry,67,129
67,Stephen Curry,68,131
68,Stephen Curry,69,135
69,Stephen Curry,70,138
70,Stephen Curry,71,140
71,Stephen Curry,72,141
72,Stephen Curry,73,142
73,Stephen Curry,74,147
74,Stephen Curry,75,150
75,Stephen Curry,76,153
76,Stephen Curry,77,158
77,Stephen Curry,78,161
78,Stephen Curry,79,162
79,Stephen Curry,80,166
80,Stephen Curry,81,169
81,Stephen Curry,82,170
82,Stephen Curry,83,171
83,Stephen Curry,84,171
84,Stephen Curry,85,173
85,Stephen Curry,86,174
86,Stephen Curry,87,176
87,Stephen Curry,88,176
88,Stephen Curry,89,178
89,Stephen Curry,90,181
90,Stephen Curry,91,182
91,Stephen Curry,92,183
92,Stephen Curry,93,183
93,Stephen Curry,94,187
94,Stephen Curry,95,189
95,Stephen Curry,96,192
96,Stephen Curry,97,193
97,Stephen Curry,98,197
98,Stephen Curry,99,200
99,Stephen Curry,100,200
100,Stephen Curry,101,200
101,Stephen Curry,102,204
102,Stephen Curry,103,204
103,Stephen Curry,104,208
104,Stephen Curry,105,209
105,Stephen Curry,106,212
106,Stephen Curry,107,213
107,Stephen Curry,108,216
108,Stephen Curry,109,216
109,Stephen Curry,110,217
110,Stephen Curry,111,222
111,Stephen Curry,112,224
112,Stephen Curry,113,224
113,Stephen Curry,114,227
114,Stephen Curry,115,230
115,Stephen Curry,116,232
116,Stephen Curry,117,233
117,Stephen Curry,118,237
118,Stephen Curry,119,240
119,Stephen Curry,120,242
120,Stephen Curry,121,244
121,Stephen Curry,122,244
122,Stephen Curry,123,245
123,Stephen Curry,124,247
124,Stephen Curry,125,249
125,Stephen Curry,126,252
126,Stephen Curry,127,252
127,Stephen Curry,128,253
128,Stephen Curry,129,253
129,Stephen Curry,130,258
130,Stephen Curry,131,262
131,Stephen Curry,132,265
132,Stephen Curry,133,266
133,Stephen Curry,134,267
134,Stephen Curry,135,269
135,Stephen Curry,136,271
136,Stephen Curry,137,275
137,Stephen Curry,138,279
138,Stephen Curry,139,284
139,Stephen Curry,140,286
140,Stephen Curry,141,288
141,Stephen Curry,142,289
142,Stephen Curry,143,290
143,Stephen Curry,144,292
144,Stephen Curry,145,296
145,Stephen Curry,146,297
146,Stephen Curry,147,302
147,Stephen Curry,148,303
148,Stephen Curry,149,304
149,Stephen Curry,150,307
150,Stephen Curry,151,309
151,Stephen Curry,152,312
152,Stephen Curry,153,315
153,Stephen Curry,154,317
154,Stephen Curry,155,317
155,Stephen Curry,156,318
156,Stephen Curry,157,321
157,Stephen Curry,158,323
158,Stephen Curry,159,326
159,Stephen Curry,160,328
160,Stephen Curry,161,330
161,Stephen Curry,162,336
162,Stephen Curry,163,338
163,Stephen Curry,164,338
164,Stephen Curry,165,340
165,Stephen Curry,166,343
166,Stephen Curry,167,344
167,Stephen Curry,168,350
168,Stephen Curry,169,353
169,Stephen Curry,170,354
170,Stephen Curry,171,354
171,Stephen Curry,172,357
172,Stephen Curry,173,363
173,Stephen Curry,174,366
174,Stephen Curry,175,367
175,Stephen Curry,176,367
176,Stephen Curry,177,369
177,Stephen Curry,178,370
178,Stephen Curry,179,372
179,Stephen Curry,180,372
180,Stephen Curry,181,372
181,Stephen Curry,182,378
182,Stephen Curry,183,380
183,Stephen Curry,184,382
184,Stephen Curry,185,384
185,Stephen Curry,186,386
186,Stephen Curry,187,389
187,Stephen Curry,188,389
188,Stephen Curry,189,389
189,Stephen Curry,190,393
190,Stephen Curry,191,396
191,Stephen Curry,192,398
192,Stephen Curry,193,400
193,Stephen Curry,194,405
194,Stephen Curry,195,409
195,Stephen Curry,196,412
196,Stephen Curry,197,415
197,Stephen Curry,198,419
198,Stephen Curry,199,424
199,Stephen Curry,200,426
200,Stephen Curry,201,430
201,Stephen Curry,202,431
202,Stephen Curry,203,433
203,Stephen Curry,204,436
204,Stephen Curry,205,437
205,Stephen Curry,206,444
206,Stephen Curry,207,452
207,Stephen Curry,208,455
208,Stephen Curry,209,459
209,Stephen Curry,210,460
210,Stephen Curry,211,464
211,Stephen Curry,212,470
212,Stephen Curry,213,471
213,Stephen Curry,214,475
214,Stephen Curry,215,478
215,Stephen Curry,216,485
216,Stephen Curry,217,487
217,Stephen Curry,218,493
218,Stephen Curry,219,496
219,Stephen Curry,220,499
220,Stephen Curry,221,504
221,Stephen Curry,222,505
222,Stephen Curry,223,511
223,Stephen Curry,224,512
224,Stephen Curry,225,514
225,Stephen Curry,226,518
226,Stephen Curry,227,519
227,Stephen Curry,228,521
228,Stephen Curry,229,525
229,Stephen Curry,230,527
230,Stephen Curry,231,530
231,Stephen Curry,232,531
232,Stephen Curry,233,538
233,Stephen Curry,234,549
234,Stephen Curry,235,552
235,Stephen Curry,236,555
236,Stephen Curry,237,557
237,Stephen Curry,238,559
238,Stephen Curry,239,562
239,Stephen Curry,240,564
240,Stephen Curry,241,570
241,Stephen Curry,242,575
242,Stephen Curry,243,575
243,Stephen Curry,244,580
244,Stephen Curry,245,586
245,Stephen Curry,246,590
246,Stephen Curry,247,596
247,Stephen Curry,248,599
248,Stephen Curry,249,601
249,Stephen Curry,250,608
250,Stephen Curry,251,612
251,Stephen Curry,252,615
252,Stephen Curry,253,619
253,Stephen Curry,254,621
254,Stephen Curry,255,624
255,Stephen Curry,256,633
256,Stephen Curry,257,640
257,Stephen Curry,258,644
258,Stephen Curry,259,646
259,Stephen Curry,260,655
260,Stephen Curry,261,660
261,Stephen Curry,262,662
262,Stephen Curry,263,662
263,Stephen Curry,264,666
264,Stephen Curry,265,668
265,Stephen Curry,266,672
266,Stephen Curry,267,672
267,Stephen Curry,268,676
268,Stephen Curry,269,678
269,Stephen Curry,270,680
270,Stephen Curry,271,686
271,Stephen Curry,272,690
272,Stephen Curry,273,695
273,Stephen Curry,274,698
274,Stephen Curry,275,699
275,Stephen Curry,276,701
276,Stephen Curry,277,706
277,Stephen Curry,278,712
278,Stephen Curry,279,713
279,Stephen Curry,280,717
280,Stephen Curry,281,719
281,Stephen Curry,282,725
282,Stephen Curry,283,729
283,Stephen Curry,284,731
284,Stephen Curry,285,733
285,Stephen Curry,286,734
286,Stephen Curry,287,739
